period,part,category,tagged,lines,counted_qty,ungated_qty
202512,MSTL30CRN4AB4-NP-C,ACWTS,f,6,0,-19
202512,MSTL30CRN4AB4-NP-F,ACWTS,t,6,-19,-19
202512,MSTL30HRN4AB4-NP-C,ACWTS,f,4,0,-8
202512,MSTL30HRN4AB4-NP-F,ACWTS,t,4,-8,-8
202512,MSTL36CRN3MB-NP-C,ACWTS,f,55,0,172
202512,MSTL36CRN3MB-NP-F,ACWTS,t,55,171,171
202512,MSTL36HRN3MB-C,ACWTS,f,1,0,-3
202512,MSTL36HRN3MB-F,ACWTS,t,1,-3,-3
202512,MSTL36HRN4MB-NP-C,ACWTS,f,13,0,5
202512,MSTL36HRN4MB-NP-F,ACWTS,t,13,5,5
202512,MSTMX12CRN1AG1-C,ACWTS,f,15,0,62
202512,MSTMX12CRN1AG1-F,ACWTS,t,15,62,62
202512,MSTMX12CRN1AG1-NP-C,ACWTS,f,2,0,6
202512,MSTMX12CRN1AG1-NP-F,ACWTS,t,2,6,6
202512,MSTMX12CRNAG1-C,ACWTS,f,1,0,-2
202512,MSTMX12CRNAG1-F,ACWTS,t,1,-2,-2
202512,MSTMX12CRNAG1-NP-C,ACWTS,f,1,0,-1
202512,MSTMX12CRNAG1-NP-F,ACWTS,t,1,-1,-1
202512,MSTMX12HRN1AG1-C,ACWTS,f,8,0,32
202512,MSTMX12HRN1AG1-F,ACWTS,t,8,32,32
202512,MSTMX12HRN1AG1-NP-C,ACWTS,f,1,0,1
202512,MSTMX12HRN1AG1-NP-F,ACWTS,t,1,1,1
202512,MSTMX18CRN1AG1-C,ACWTS,f,30,0,463
202512,MSTMX18CRN1AG1-F,ACWTS,t,30,463,463
202512,MSTMX18CRN1AG1-NP-C,ACWTS,f,8,0,84
202512,MSTMX18CRN1AG1-NP-F,ACWTS,t,8,84,84
202512,MSTMX18HRN2AG1-C,ACWTS,f,3,0,7
202512,MSTMX18HRN2AG1-F,ACWTS,t,4,6,6
202512,MSTMX18HRN2AG1-NP-C,ACWTS,f,21,0,234
202512,MSTMX18HRN2AG1-NP-F,ACWTS,t,21,234,234
202512,MSTMX24CRN1AG1-C,ACWTS,f,29,0,204
202512,MSTMX24CRN1AG1-F,ACWTS,t,29,204,204
202512,MSTMX24CRN1AG1-NP-C,ACWTS,f,11,0,66
202512,MSTMX24CRN1AG1-NP-F,ACWTS,t,11,66,66
202512,MSTMX24HRN2AG1-C,ACWTS,f,19,0,79
202512,MSTMX24HRN2AG1-F,ACWTS,t,19,79,79
202512,MSTMX24HRN2AG1-NP-C,ACWTS,f,9,0,56
202512,MSTMX24HRN2AG1-NP-F,ACWTS,t,9,56,56
202512,MSTMX30CRNAG1-C,ACWTS,f,18,0,70
202512,MSTMX30CRNAG1-F,ACWTS,t,18,70,70
202512,MSTMX30CRNAG1-NP-C,ACWTS,f,4,0,13
202512,MSTMX30CRNAG1-NP-F,ACWTS,t,4,13,13
202512,MSTMX30HRN1AG1-C,ACWTS,f,7,0,19
202512,MSTMX30HRN1AG1-F,ACWTS,t,7,19,19
202512,MSTMX36CRNMB-C,ACWTS,f,1,0,-1
202512,MSTMX36CRNMB-F,ACWTS,t,1,-1,-1
202512,MSTMXV12HRN2AG1-NP-C,ACWTS,f,9,0,19
202512,MSTMXV12HRN2AG1-NP-F,ACWTS,t,9,19,19
202512,MSTMXV18HRN2AG1-NP-C,ACWTS,f,1,0,6
202512,MSTMXV18HRN2AG1-NP-F,ACWTS,t,1,6,6
202512,MSTMXV24HRN2AG1-NP-C,ACWTS,f,2,0,9
202512,MSTMXV24HRN2AG1-NP-F,ACWTS,t,2,9,9
202512,MSTMXV30HRN2AG1-NP-C,ACWTS,f,6,0,15
202512,MSTMXV30HRN2AG1-NP-F,ACWTS,t,6,15,15
202512,MSTMXV36HRN1MB-NP-C,ACWTS,f,2,0,2
202512,MSTMXV36HRN1MB-NP-F,ACWTS,t,2,2,2
202512,MSTMXVE18CRNAG1-NP-C,ACWTS,f,16,0,80
202512,MSTMXVE18CRNAG1-NP-F,ACWTS,t,16,80,80
202512,MSTMXVE18HRN1AG1-NP-C,ACWTS,f,4,0,24
202512,MSTMXVE18HRN1AG1-NP-F,ACWTS,t,4,24,24
202512,MSTMXVE24CRNAG1-NP-C,ACWTS,f,18,0,56
202512,MSTMXVE24CRNAG1-NP-F,ACWTS,t,18,56,56
202512,MSTMXVE30HRN3AG1-NP-C,ACWTS,f,9,0,17
202512,MSTMXVE30HRN3AG1-NP-F,ACWTS,t,9,17,17
202512,MSTN12CRNAG16-NP-C,ACWTS,f,5,0,-4
202512,MSTN12CRNAG16-NP-F,ACWTS,t,5,-4,-4
202512,MSTN12HRNAG16-NP-C,ACWTS,f,6,0,4
202512,MSTN12HRNAG16-NP-F,ACWTS,t,6,4,4
202512,MSTN18CRNAG16-NP-C,ACWTS,f,8,0,55
202512,MSTN18CRNAG16-NP-F,ACWTS,t,8,55,55
202512,MSTN18HRNAG16-NP-C,ACWTS,f,5,0,11
202512,MSTN18HRNAG16-NP-F,ACWTS,t,5,11,11
202512,MSTN24CRNAG16-NP-C,ACWTS,f,7,0,31
202512,MSTN24CRNAG16-NP-F,ACWTS,t,7,31,31
202512,MSTN24HRNAG16-NP-C,ACWTS,f,9,0,21
202512,MSTN24HRNAG16-NP-F,ACWTS,t,9,21,21
202512,MSTP19CRNAE1-NP-C,ACWTS,f,1,0,-1
202512,MSTP19CRNAE1-NP-F,ACWTS,t,1,-1,-1
202512,MSTS18CRN2AG15-NP-C,ACWTS,f,1,0,50
202512,MSTS18CRN2AG15-NP-F,ACWTS,t,1,50,50
202512,MSTS18CRNAG15-C,ACWTS,f,1,0,1
202512,MSTS18CRNAG15-F,ACWTS,t,1,1,1
202512,MSTS18HRN1AG15-C,ACWTS,f,2,0,52
202512,MSTS18HRN1AG15-F,ACWTS,t,2,53,53
202512,MSTS24CRN2AG15-C,ACWTS,f,1,0,50
202512,MSTS24CRN2AG15-F,ACWTS,t,1,50,50
202512,MSTS30CRNAG15-C,ACWTS,f,1,0,1
202512,MSTS30CRNAG15-F,ACWTS,t,1,1,1
202512,MSTS30HRNAG15-C,ACWTS,f,1,0,1
202512,MSTS30HRNAG15-F,ACWTS,t,1,1,1
202512,MSTXCV18HRNXT-NP-C,ACWTS,f,15,0,80
202512,MSTXCV18HRNXT-NP-F,ACWTS,t,15,80,80
202512,MSTXCV24HRNXT-NP-C,ACWTS,f,5,0,-14
202512,MSTXCV24HRNXT-NP-F,ACWTS,t,5,-14,-14
202512,MTBTV18HRN5-NP-C,ACCON,f,10,0,54
202512,MTBTV18HRN5-NP-F,ACCON,t,14,49,49
202512,MTBTV24HRN4-NP-C,ACCON,f,34,0,123
202512,MTBTV24HRN4-NP-F,ACCON,t,36,229,229
202512,MTBTVE24HWN1-NP-C,ACCON,f,1,0,1
202512,MTBTVE24HWN1-NP-F,ACCON,t,1,1,1
202512,MTBTVE36HWN1-NP-C,ACCON,f,5,0,37
202512,MTBTVE36HWN1-NP-F,ACCON,t,5,37,37
202512,MTBTVE48HWN1-NP-C,ACCON,f,16,0,27
202512,MTBTVE48HWN1-NP-F,ACCON,t,24,40,40
202512,MTBTVE60HWN1-NP-C,ACCON,f,2,0,6
202512,MTBTVE60HWN1-NP-F,ACCON,t,2,6,6
202512,MV8-252WV2GN1(SA),ACVRF,f,3,0,2
202512,MV8-450WV2GN1(SA),ACVRF,f,1,0,1
202512,MV8-500WV2GN1(SA),ACVRF,f,1,0,1
202512,MV8-615WV2GN1(SA),ACVRF,f,1,0,1
202512,MV8-785WV2GN1(SA),ACVRF,f,3,0,21
202512,MV8-900WV2GN1(SA),ACVRF,f,2,0,22
202512,MV8S-252WV2GN1(SA),ACVRF,f,1,0,5
202512,MV8S-280WV2GN1(SA),ACVRF,f,1,0,3
202512,MV8S-335WV2GN1(SA),ACVRF,f,1,0,10
202512,MV8S-400WV2GN1(SA),ACVRF,f,1,0,10
202512,MV8S-500WV2GN1(SA),ACVRF,f,1,0,6
202512,MV8S-560WV2GN1(SA),ACVRF,f,1,0,5
202512,MV8S-670WV2GN1(SA),ACVRF,f,1,0,6
202512,MVC-M252WV2GN1(SA),ACVRF,f,1,0,1
202512,MVC-M280WV2GN1(SA),ACVRF,f,1,0,11
202512,MVC-M400WV2GN1(SA),ACVRF,f,1,0,4
202512,MVC-M450WV2GN1(SA),ACVRF,f,3,0,12
202512,MVC-M500WV2GN1(SA),ACVRF,f,2,0,4
202512,MVC-M560WV2GN1(SA),ACVRF,f,2,0,12
202512,MVC-M615WV2GN1(SA),ACVRF,f,2,0,6
202512,MVC-M670WV2GN1(SA),ACVRF,f,1,0,1
202512,MVC-M730WV2GN1(SA),ACVRF,f,3,0,4
202512,MVC-M785WV2GN1(SA),ACVRF,f,2,0,4
202512,MVC-M850WV2GN1,ACVRF,f,1,0,1
202512,MVC-M850WV2GN1(SA),ACVRF,f,2,0,3
202512,MVI-180WV2GN1(A),ACVRF,f,1,0,1
202512,MVI-200WV2GN1(A),ACVRF,f,1,0,-1
202512,MVI-224WV2GN1(A),ACVRF,f,3,0,1
202512,MVI-280WV2GN1(A),ACVRF,f,3,0,1
202512,MVI-335WV2GN1(A),ACVRF,f,1,0,33
202512,REPE-01,ACACC,f,1,0,1
202512,RM23A,ACACC,f,10,0,22
202512,TC3-10.1,ACACC,f,5,0,9
202512,T-MBQ4-01E,ACACC,f,2,0,5
202512,T-MBQ4-02E1,ACACC,f,14,0,63
202512,WDC3-120T,ACACC,f,3,0,8
202512,WDC3-86T,ACACC,f,30,0,381
202512,WDC-86E/KD,ACACC,f,1,0,3
202512,WDV18CWG,ACWIN,t,45,287,287
202512,WDV18HWG,ACWIN,t,23,1405,1405
202512,WDV24CWG,ACWIN,t,6,-4,-4
202512,WDV24HWG,ACWIN,t,12,266,266
202512,WDV25CWG,ACWIN,t,25,-122,-122
